VAR,Variable,UNIT,Measure,COU,Country,YEA,dim.YEAR,Value,Flag Codes,Flags
EVIETOTA,Total population at birth,EVIDUREV,Years,HUN,Hungary,2014,2014,75.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,1995,1995,78.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,1996,1996,78.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,1997,1997,79,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,1998,1998,79.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,1999,1999,79.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,2000,2000,79.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,2001,2001,80.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,2002,2002,80.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,2003,2003,81,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,2004,2004,81.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,2005,2005,81.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,2006,2006,81.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,2007,2007,81.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,2008,2008,81.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,2009,2009,81.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,2010,2010,82,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,2011,2011,82.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,2012,2012,83,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,2013,2013,82.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ISL,Iceland,2014,2014,82.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,1995,1995,75.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,1996,1996,75.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,1997,1997,76.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,1998,1998,76.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,1999,1999,76.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,2000,2000,76.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,2001,2001,77.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,2002,2002,77.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,2003,2003,78.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,2004,2004,78.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,2005,2005,79,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,2006,2006,79.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,2007,2007,79.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,2008,2008,80.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,2009,2009,80.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,2010,2010,80.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,2011,2011,80.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,2012,2012,80.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,2013,2013,81,,
EVIETOTA,Total population at birth,EVIDUREV,Years,IRL,Ireland,2014,2014,81.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,1995,1995,78.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,1996,1996,78.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,1997,1997,78.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,1998,1998,79.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,1999,1999,79.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,2000,2000,79.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,2001,2001,80.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,2002,2002,80.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,2003,2003,80.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,2004,2004,80.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,2005,2005,80.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,2006,2006,81.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,2007,2007,81.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,2008,2008,81.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,2009,2009,81.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,2010,2010,82.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,2011,2011,82.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,2012,2012,82.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,2013,2013,82.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,ITA,Italy,2014,2014,83.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,1995,1995,79.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,1996,1996,80.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,1997,1997,80.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,1998,1998,80.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,1999,1999,80.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,2000,2000,81.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,2001,2001,81.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,2002,2002,81.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,2003,2003,81.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,2004,2004,82.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,2005,2005,82,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,2006,2006,82.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,2007,2007,82.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,2008,2008,82.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,2009,2009,83,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,2010,2010,82.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,2011,2011,82.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,2012,2012,83.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,2013,2013,83.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,JPN,Japan,2014,2014,83.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,1995,1995,73.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,1996,1996,74.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,1997,1997,74.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,1998,1998,75.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,1999,1999,75.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,2000,2000,76,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,2001,2001,76.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,2002,2002,76.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,2003,2003,77.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,2004,2004,77.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,2005,2005,78.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,2006,2006,78.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,2007,2007,79.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,2008,2008,79.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,2009,2009,80,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,2010,2010,80.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,2011,2011,80.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,2012,2012,80.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,2013,2013,81.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,KOR,Korea,2014,2014,81.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,1995,1995,76.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,1996,1996,76.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,1997,1997,77,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,1998,1998,77.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,1999,1999,77.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,2000,2000,78,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,2001,2001,77.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,2002,2002,78.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,2003,2003,77.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,2004,2004,79.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,2005,2005,79.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,2006,2006,79.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,2007,2007,79.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,2008,2008,80.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,2009,2009,80.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,2010,2010,80.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,2011,2011,81.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,2012,2012,81.5,B,Break
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,2013,2013,81.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,LUX,Luxembourg,2014,2014,82.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,1995,1995,72.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,1996,1996,72.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,1997,1997,73.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,1998,1998,73.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,1999,1999,74,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,2000,2000,74.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,2001,2001,75,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,2002,2002,75.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,2003,2003,75.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,2004,2004,75.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,2005,2005,75.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,2006,2006,75.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,2007,2007,75.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,2008,2008,75.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,2009,2009,74.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,2010,2010,74.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,2011,2011,74.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,2012,2012,75,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,2013,2013,75,,
EVIETOTA,Total population at birth,EVIDUREV,Years,MEX,Mexico,2014,2014,74.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,1995,1995,77.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,1996,1996,77.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,1997,1997,78,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,1998,1998,78,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,1999,1999,77.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2000,2000,78.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2001,2001,78.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2002,2002,78.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2003,2003,78.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2004,2004,79.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2005,2005,79.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2006,2006,79.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2007,2007,80.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2008,2008,80.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2009,2009,80.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2010,2010,81,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2011,2011,81.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2012,2012,81.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2013,2013,81.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NLD,Netherlands,2014,2014,81.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,1995,1995,76.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,1996,1996,77.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,1997,1997,77.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,1998,1998,77.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,1999,1999,78.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2000,2000,78.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2001,2001,78.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2002,2002,79,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2003,2003,79.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2004,2004,79.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2005,2005,79.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2006,2006,80.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2007,2007,80.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2008,2008,80.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2009,2009,80.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2010,2010,80.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2011,2011,81,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2012,2012,81.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2013,2013,81.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NZL,New Zealand,2014,2014,81.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,1995,1995,77.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,1996,1996,78.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,1997,1997,78.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,1998,1998,78.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,1999,1999,78.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2000,2000,78.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2001,2001,78.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2002,2002,79,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2003,2003,79.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2004,2004,80.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2005,2005,80.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2006,2006,80.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2007,2007,80.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2008,2008,80.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2009,2009,81,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2010,2010,81.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2011,2011,81.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2012,2012,81.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2013,2013,81.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,NOR,Norway,2014,2014,82.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,1995,1995,72.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,1996,1996,72.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,1997,1997,72.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,1998,1998,73.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,1999,1999,73.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2000,2000,73.8,B,Break
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2001,2001,74.2,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2002,2002,74.6,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2003,2003,74.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2004,2004,74.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2005,2005,75.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2006,2006,75.3,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2007,2007,75.4,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2008,2008,75.7,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2009,2009,75.8,B,Break
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2010,2010,76.5,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2011,2011,76.8,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2012,2012,76.9,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2013,2013,77.1,,
EVIETOTA,Total population at birth,EVIDUREV,Years,POL,Poland,2014,2014,77.7,,
